timesteps,reward
1902920,14.95
1902992,20.9
1903000,-42.95000000000006
1903040,14.649999999999999
1903064,17.4
1903072,5.350000000000003
1903088,21.7
1903120,22.0
1903160,12.0
1903200,18.599999999999998
1903200,15.399999999999999
1903216,21.799999999999997
1903272,21.599999999999998
1903376,8.9
1903408,14.0
1903424,14.700000000000003
1903456,22.0
1903464,-92.19999999999989
1903552,20.799999999999997
1903560,21.7
1903568,14.950000000000001
1903584,21.299999999999997
1903720,14.899999999999999
1903728,8.950000000000001
1903752,8.5
1903808,22.0
1903856,-0.40000000000000924
1903904,19.95
1903984,-69.90000000000008
1903984,8.200000000000001
1904000,20.799999999999997
1904024,21.15
1904072,21.549999999999997
1904120,21.7
1904128,12.15
1904136,11.899999999999999
1904176,-51.69999999999998
1904200,22.0
1904280,17.749999999999996
1904296,-1.0658141036401503e-14
1904328,14.749999999999998
1904400,13.95
1904408,18.349999999999998
1904424,18.349999999999998
1904472,-3.2500000000000107
1904512,21.499999999999996
1904520,21.799999999999997
1904536,1.25
1904600,21.549999999999997
1904624,-104.70000000000039
1904648,-11.600000000000009
1904672,14.950000000000001
1904696,14.649999999999999
1904728,18.349999999999998
1904736,21.599999999999998
1904760,12.6
1904800,21.4
1904824,21.799999999999997
1904840,21.049999999999997
1904856,21.799999999999997
1904864,15.399999999999999
1904928,18.4
1904936,21.5
1904936,21.7
1904968,21.499999999999996
1904984,18.15
1905048,15.6
1905072,21.549999999999997
1905104,8.700000000000001
1905136,-133.05000000000035
1905152,11.200000000000003
1905176,18.4
1905224,17.75
1905248,9.15
1905272,14.95
1905272,21.15
1905320,-90.75000000000031
1905328,21.999999999999996
1905328,14.750000000000004
1905352,21.999999999999996
1905352,12.399999999999999
1905384,21.45
1905408,21.999999999999996
1905416,21.799999999999997
1905496,21.549999999999997
1905520,17.049999999999997
1905528,18.15
1905536,15.149999999999999
1905552,5.000000000000002
1905624,21.799999999999997
1905648,11.700000000000001
1905664,15.4
1905704,17.249999999999996
1905720,21.75
1905720,11.450000000000003
1905760,21.7
1905848,21.349999999999998
1905880,17.699999999999996
1905896,14.950000000000001
1905960,21.599999999999998
1906008,21.599999999999998
1906072,-84.60000000000015
1906088,22.0
1906152,22.0
1906296,17.799999999999997
1906344,-14.29999999999999
1906440,-9.15000000000001
1906472,18.4
1906536,-100.50000000000028
1906536,18.799999999999997
1906664,15.399999999999999
1906680,9.200000000000001
1906808,21.099999999999998
1906808,-21.100000000000044
1906832,11.750000000000002
1906944,21.599999999999998
1906952,-72.55000000000008
1906960,-61.75000000000008
1906960,14.750000000000004
1907072,21.499999999999996
1907120,2.4999999999999964
1907176,16.499999999999996
1907216,21.049999999999997
1907280,20.849999999999998
1907304,15.35
1907392,11.700000000000003
1907400,18.799999999999997
1907424,18.199999999999996
1907488,21.099999999999998
1907504,21.299999999999997
1907520,21.75
1907616,15.299999999999999
1907672,20.65
1907688,8.3
1907712,21.7
1907784,-15.100000000000009
1907808,21.749999999999996
1907816,-83.14999999999993
1907816,12.099999999999998
1907840,17.65
1907896,21.999999999999996
1907920,21.5
1907944,17.299999999999997
1908064,9.200000000000001
1908072,14.700000000000003
1908096,17.599999999999998
1908144,22.0
1908232,-90.75000000000023
1908280,13.649999999999999
1908304,8.950000000000001
1908352,21.15
1908408,-83.69999999999995
1908440,20.999999999999996
1908448,18.15
1908448,21.799999999999997
1908544,11.95
1908544,21.7
1908600,5.300000000000001
1908656,5.350000000000001
1908656,18.599999999999998
1908736,5.000000000000002
1908744,9.1
1908744,-89.89999999999992
1908800,21.099999999999998
1908800,17.849999999999998
1908832,21.799999999999997
1908856,-35.100000000000016
1908896,14.65
1908904,9.0
1908912,21.599999999999998
1908944,21.15
1908968,12.599999999999998
1908976,18.099999999999998
1909024,18.4
1909032,15.399999999999999
1909040,15.399999999999999
1909080,21.599999999999998
1909088,9.200000000000001
1909136,21.599999999999998
1909144,15.6
1909152,17.599999999999998
1909168,21.999999999999996
1909200,8.95
1909216,21.999999999999996
1909232,22.0
1909280,22.0
1909312,12.200000000000003
1909360,12.05
1909376,9.200000000000001
1909408,21.4
1909456,21.75
1909472,9.0
1909528,-0.9000000000000057
1909576,11.999999999999998
1909592,21.15
1909608,17.65
1909608,5.800000000000011
1909648,21.049999999999997
1909688,21.5
1909704,21.299999999999997
1909736,15.35
1909752,-86.39999999999984
1909776,21.4
1909784,8.000000000000004
1909800,18.5
1909896,21.099999999999998
1909896,14.8
1909904,-5.799999999999994
1909904,21.049999999999997
1909960,14.649999999999999
1910000,15.799999999999997
1910008,-113.30000000000028
1910016,-6.500000000000014
1910040,15.200000000000001
1910048,21.099999999999998
1910056,8.950000000000001
1910088,21.4
1910112,18.799999999999997
1910120,21.599999999999998
1910128,22.0
1910136,19.0
1910160,20.799999999999997
1910192,22.0
1910256,15.399999999999999
1910264,9.200000000000001
1910264,12.399999999999999
1910304,-20.799999999999997
1910320,14.95
1910320,15.399999999999999
1910376,21.599999999999998
1910408,21.099999999999998
1910448,9.4
1910448,15.35
1910472,15.75
1910552,18.099999999999998
1910592,21.15
1910664,21.599999999999998
1910672,21.999999999999996
1910680,8.450000000000001
1910768,21.799999999999997
1910808,15.2
1910840,17.999999999999996
1910912,21.099999999999998
1910928,15.149999999999999
1910936,21.75
1910960,-19.850000000000044
1911024,21.799999999999997
1911040,18.349999999999998
1911104,9.200000000000001
1911144,8.050000000000002
1911168,9.200000000000001
1911208,14.549999999999997
1911216,21.599999999999998
1911256,21.549999999999997
1911328,21.5
1911424,2.849999999999998
1911432,13.95
1911488,14.75
1911568,12.200000000000001
1911592,15.0
1911640,8.750000000000002
1911688,-82.00000000000014
1911688,18.799999999999997
1911728,14.25
1911752,21.549999999999997
1911808,21.999999999999996
1911816,15.399999999999999
1911832,21.999999999999996
1911968,20.849999999999998
1911976,-115.85000000000035
1912008,5.4
1912016,13.650000000000002
1912104,12.399999999999999
1912128,15.149999999999999
1912144,8.100000000000003
1912240,8.850000000000003
1912248,12.1
1912264,14.949999999999998
1912272,18.349999999999998
1912344,21.799999999999997
1912368,15.399999999999999
1912384,15.149999999999999
1912384,-96.19999999999982
1912400,21.299999999999997
1912408,-96.10000000000002
1912496,15.6
1912504,8.900000000000002
1912520,8.75
1912528,15.100000000000001
1912568,11.900000000000002
1912608,22.0
1912632,15.6
1912656,21.549999999999997
1912736,4.550000000000004
1912744,11.95
1912760,15.399999999999999
1912808,-0.7500000000000071
1912808,-95.25000000000031
1912816,21.999999999999996
1912904,9.15
1912912,14.55
1912944,14.95
1912952,21.199999999999996
1913056,18.299999999999997
1913056,4.200000000000003
1913112,8.45
1913112,5.150000000000002
1913136,-17.350000000000016
1913152,21.7
1913152,-10.350000000000009
1913216,22.0
1913240,15.399999999999999
1913272,14.95
1913280,9.4
1913376,18.349999999999998
1913392,17.549999999999997
1913400,17.799999999999997
1913408,21.349999999999998
1913456,22.0
1913472,-3.100000000000012
1913496,-6.350000000000012
1913520,21.15
1913568,21.25
1913600,21.299999999999997
1913616,-0.4000000000000057
1913624,-74.95
1913648,21.999999999999996
1913672,11.200000000000001
1913680,11.299999999999999
1913768,8.45
1913768,20.65
1913808,20.25
1913912,9.099999999999998
1913912,0.6000000000000014
1913936,-13.200000000000031
1913992,19.0
1914008,3.399999999999995
1914064,8.700000000000001
1914128,21.15
1914192,20.999999999999996
1914208,3.5
1914288,5.9
1914304,21.799999999999997
1914312,21.15
1914384,21.799999999999997
1914400,21.799999999999997
1914456,9.200000000000001
1914464,19.0
1914568,21.25
1914576,20.65
1914632,2.5
1914648,-38.700000000000074
1914736,21.349999999999998
1914768,-4.100000000000001
1914776,21.25
1914832,-64.95000000000002
1914872,21.799999999999997
1914912,13.349999999999998
1914928,14.900000000000002
1914976,21.15
1915040,18.599999999999998
1915064,10.750000000000002
1915064,-56.700000000000166
1915064,8.750000000000002
1915136,8.950000000000001
1915176,18.599999999999998
1915208,21.15
1915232,21.799999999999997
1915304,21.749999999999996
1915312,20.9
1915344,17.9
1915392,-48.55000000000002
1915440,20.65
1915456,11.65
1915480,21.549999999999997
1915536,-81.45000000000009
1915536,21.799999999999997
1915560,19.0
1915568,15.6
1915608,-90.04999999999976
1915696,8.9
1915712,12.100000000000001
1915792,21.799999999999997
1915848,6.75
1915856,12.200000000000001
1915872,22.0
1915960,21.499999999999996
1915984,21.599999999999998
1915984,21.299999999999997
1916040,22.0
1916112,15.399999999999999
1916120,22.0
1916232,21.599999999999998
1916304,11.6
1916312,21.999999999999996
1916416,21.549999999999997
1916424,21.549999999999997
1916584,13.85
1916592,5.500000000000002
1916664,-96.80000000000035
1916712,12.399999999999999
1916720,15.3
1916760,21.799999999999997
1916832,-62.0500000000001
1916832,21.599999999999998
1916840,21.999999999999996
1916840,15.350000000000001
1916920,21.999999999999996
1916968,12.399999999999999
1916976,-83.89999999999982
1916976,9.200000000000001
1916976,21.099999999999998
1917000,22.0
1917064,21.799999999999997
1917072,21.7
1917096,21.799999999999997
1917104,20.7
1917136,20.299999999999997
1917160,-94.70000000000005
1917176,22.0
1917176,15.599999999999998
1917200,15.399999999999999
1917216,21.999999999999996
1917216,15.6
1917280,-80.85000000000012
1917312,21.549999999999997
1917328,14.7
1917352,14.849999999999998
1917360,12.199999999999998
1917376,15.799999999999997
1917480,21.349999999999998
1917488,14.65
1917488,20.75
1917504,15.049999999999999
1917560,-85.75000000000017
1917584,-12.650000000000013
1917584,21.799999999999997
1917624,9.2
1917632,15.2
1917632,12.350000000000001
1917640,21.999999999999996
1917696,21.549999999999997
1917696,15.6
1917720,21.999999999999996
1917736,15.6
1917744,15.599999999999998
1917760,12.399999999999999
1917808,21.599999999999998
1917816,21.999999999999996
1917824,15.399999999999999
1917888,22.0
1917888,21.4
1917904,22.0
1917904,20.9
1918016,18.599999999999998
1918016,15.349999999999998
1918032,12.200000000000001
1918072,8.500000000000002
1918128,21.549999999999997
1918144,21.349999999999998
1918184,15.6
1918184,-0.4000000000000057
1918240,21.799999999999997
1918288,14.899999999999997
1918328,9.200000000000001
1918408,22.0
1918424,11.950000000000001
1918528,21.15
1918536,21.499999999999996
1918608,-6.199999999999999
1918648,21.15
1918656,-2.5000000000000107
1918680,-10.500000000000007
1918736,15.399999999999999
1918744,21.75
1918824,11.450000000000001
1918840,18.799999999999997
1918968,21.15
1919056,-9.000000000000018
1919096,-97.99999999999982
1919224,15.399999999999999
1919248,-110.25000000000041
1919336,18.599999999999998
1919352,-11.800000000000022
1919376,21.299999999999997
1919416,-68.3500000000001
1919424,21.549999999999997
1919456,-8.199999999999996
1919504,18.4
1919512,21.799999999999997
1919536,21.599999999999998
1919536,21.999999999999996
1919536,14.300000000000002
1919584,21.999999999999996
1919640,21.349999999999998
1919640,15.399999999999999
1919680,18.199999999999996
1919728,21.549999999999997
1919784,18.199999999999996
1919808,19.0
1919848,14.449999999999998
1919904,21.7
1919960,15.6
1919968,-5.050000000000008
1920032,18.349999999999998
1920056,21.549999999999997
1920168,15.6
1920176,15.149999999999999
1920344,2.3999999999999986
1920448,-24.300000000000082
1920528,21.999999999999996
1920616,-80.44999999999992
1920672,21.2
1920672,-105.85000000000036
1920728,21.599999999999998
1920768,15.799999999999999
1920776,-37.45000000000014
1920800,15.399999999999999
1920872,3.1999999999999993
1920880,22.0
1920904,-105.45000000000043
1920928,6.000000000000002
1920936,14.849999999999998
1920992,21.549999999999997
1921016,22.0
1921016,9.2
1921040,15.6
1921048,9.200000000000001
1921104,15.6
1921128,18.599999999999998
1921144,21.799999999999997
1921152,15.599999999999998
1921232,15.4
1921240,15.6
1921296,9.200000000000001
1921312,21.999999999999996
1921368,-2.299999999999997
1921384,4.300000000000008
1921400,17.9
1921416,18.349999999999998
1921448,14.649999999999999
1921448,21.999999999999996
1921496,22.0
1921504,21.15
1921536,20.849999999999998
1921544,21.75
1921592,18.199999999999996
1921640,15.099999999999998
1921664,14.95
1921696,14.650000000000002
1921712,-97.45000000000022
1921752,15.6
1921792,15.299999999999999
1921816,21.15
1921824,21.549999999999997
1921848,21.75
1921872,22.0
1921944,-65.05000000000017
1921960,15.6
1921984,8.900000000000002
1922072,15.6
1922112,-119.55000000000044
1922112,12.4
1922128,-4.000000000000018
1922168,18.799999999999997
1922192,22.0
1922248,21.999999999999996
1922256,6.200000000000001
1922344,21.799999999999997
1922352,-14.700000000000024
1922384,15.399999999999999
1922448,21.799999999999997
1922536,8.75
1922576,21.299999999999997
1922632,-6.0
1922696,8.15
1922760,18.4
1922808,21.599999999999998
1922872,21.599999999999998
1922952,9.200000000000001
1922968,18.799999999999997
1923080,18.4
1923160,22.0
1923328,14.5
1923472,-75.30000000000007
1923472,-37.40000000000009
1923472,-97.64999999999989
1923488,20.65
1923552,21.999999999999996
1923600,21.0
1923648,8.0
1923656,8.450000000000001
1923680,15.399999999999999
1923728,18.4
1923768,21.599999999999998
1923776,21.75
1923776,21.299999999999997
1923880,21.599999999999998
1923880,-109.25000000000001
1923912,20.9
1923920,5.400000000000004
1923920,9.15
1923944,-68.25000000000009
1923960,22.0
1923976,21.799999999999997
1924008,21.549999999999997
1924024,15.5
1924040,21.999999999999996
1924064,-90.99999999999989
1924120,15.549999999999997
1924152,21.299999999999997
1924168,21.299999999999997
1924176,21.499999999999996
1924216,21.75
1924256,-12.000000000000004
1924304,20.849999999999998
1924344,18.299999999999997
1924376,21.15
1924416,21.5
1924496,21.999999999999996
1924544,8.4
1924568,-81.65000000000019
1924584,21.549999999999997
1924656,18.599999999999998
1924680,15.6
1924696,21.599999999999998
1924792,18.599999999999998
1924792,14.95
1924856,9.000000000000002
1924880,21.549999999999997
1924928,14.95
1925008,15.399999999999999
1925056,9.399999999999999
1925112,21.349999999999998
1925256,9.2
1925344,4.300000000000001
1925416,17.9
1925464,21.15
1925520,-88.30000000000024
1925592,5.000000000000002
1925648,12.4
1925656,17.499999999999996
1925704,18.549999999999997
1925776,-64.50000000000018
1925784,22.0
1925792,9.200000000000001
1925888,21.5
1925912,-100.59999999999971
1925928,20.95
1925976,5.550000000000004
1926000,18.599999999999998
1926072,21.7
1926088,-105.0500000000004
1926112,15.599999999999998
1926200,18.549999999999997
1926200,15.399999999999999
1926256,9.200000000000001
1926280,-84.84999999999985
1926280,21.999999999999996
1926312,21.599999999999998
1926336,22.0
1926408,15.399999999999999
1926456,21.15
1926464,11.75
1926584,9.4
1926592,21.4
1926688,21.75
1926720,-39.00000000000011
1926728,15.149999999999999
1926792,-94.44999999999987
1926800,21.999999999999996
1926816,15.399999999999999
1926848,21.15
1926888,21.749999999999996
1926912,21.4
1927024,8.05
1927048,17.15
1927120,-9.800000000000008
1927120,21.799999999999997
1927224,-56.70000000000007
1927336,18.599999999999998
1927424,-5.300000000000004
1927448,21.599999999999998
1927552,21.349999999999998
1927608,8.900000000000002
1927688,-9.800000000000033
1927688,-9.050000000000008
1927720,21.599999999999998
1927768,22.0
1927784,18.799999999999997
1927848,-107.90000000000039
1927880,-72.45000000000026
1927880,18.599999999999998
1927880,20.999999999999996
1927960,21.499999999999996
1927984,21.349999999999998
1928008,-80.85000000000002
1928008,12.400000000000002
1928048,3.0500000000000007
1928080,8.150000000000004
1928088,21.999999999999996
1928096,15.6
1928104,12.15
1928128,22.0
1928176,21.7
1928184,21.7
1928216,21.599999999999998
1928256,21.999999999999996
1928288,14.899999999999999
1928328,15.6
1928400,7.850000000000001
1928480,2.4499999999999993
1928512,15.6
1928520,-69.85000000000016
1928552,-0.70000000000001
1928624,21.549999999999997
1928632,20.7
1928696,15.099999999999998
1928728,21.7
1928768,9.2
1928808,18.5
1928880,20.65
1928880,-15.25
1928944,14.900000000000002
1928976,18.799999999999997
1929112,11.4
1929144,8.45
1929192,21.999999999999996
1929256,15.599999999999998
1929352,21.749999999999996
1929432,21.999999999999996
1929488,-150.69999999999993
1929576,-32.90000000000006
1929632,9.15
1929704,15.4
1929792,15.0
1929920,15.399999999999999
1929944,-97.54999999999967
1930056,14.950000000000001
1930072,21.299999999999997
1930104,-12.550000000000026
1930136,22.0
1930192,-95.39999999999965
1930264,15.399999999999999
1930280,21.549999999999997
1930352,4.0000000000000036
1930392,18.349999999999998
1930456,-107.74999999999993
1930480,15.399999999999999
1930528,17.95
1930568,-67.95000000000022
1930608,18.4
1930664,21.799999999999997
1930704,21.799999999999997
1930752,0.649999999999995
1930808,15.1
1930816,15.6
1930864,18.599999999999998
1930888,18.999999999999996
1930976,14.849999999999998
1930992,18.299999999999997
1931000,21.549999999999997
1931112,21.549999999999997
1931120,15.099999999999998
1931128,-107.75000000000024
1931256,14.95
1931264,17.749999999999996
1931272,9.200000000000001
1931288,-79.94999999999996
1931368,21.999999999999996
1931384,18.599999999999998
1931416,8.3
1931512,9.200000000000001
1931512,15.35
1931544,-45.9000000000001
1931544,15.399999999999999
1931624,21.999999999999996
1931624,22.0
1931656,21.199999999999996
1931736,21.999999999999996
1931744,15.149999999999999
1931760,17.95
1931856,21.749999999999996
1931880,12.1
1931984,15.399999999999999
1932008,-84.74999999999994
1932008,21.299999999999997
1932128,21.15
1932160,17.349999999999998
1932208,-3.3000000000000114
1932248,7.450000000000001
1932256,21.349999999999998
1932320,11.9
1932368,11.900000000000002
1932376,15.399999999999999
1932416,21.799999999999997
1932448,21.999999999999996
1932464,-79.89999999999995
1932616,17.349999999999998
1932616,4.950000000000001
1932624,11.3
1932712,21.749999999999996
1932776,5.900000000000002
1932792,21.999999999999996
1932800,20.7
1932864,-93.85000000000028
1932872,22.0
1932912,21.549999999999997
1932928,-87.74999999999996
1932952,14.750000000000002
1932960,21.799999999999997
1933016,9.200000000000001
1933040,15.399999999999999
1933040,18.599999999999998
1933072,21.599999999999998
1933120,20.499999999999996
1933144,-30.05000000000004
1933184,8.45
1933192,11.65
1933200,22.0
1933208,20.15
1933216,9.200000000000001
1933288,18.15
1933288,21.999999999999996
1933312,18.799999999999997
1933320,18.349999999999998
1933344,18.15
1933432,9.200000000000001
1933432,15.6
1933448,17.9
1933448,-88.74999999999984
1933472,15.399999999999999
1933512,22.0
1933560,18.549999999999997
1933560,15.399999999999999
1933624,11.750000000000002
1933624,15.6
1933648,14.049999999999997
1933720,9.000000000000004
1933736,21.599999999999998
1933752,21.349999999999998
1933848,18.299999999999997
1933912,14.0
1933944,-3.000000000000007
1933976,18.4
1934072,21.299999999999997
1934104,15.3
1934168,-52.85000000000009
1934192,-119.40000000000042
1934216,-24.350000000000023
1934264,10.999999999999998
1934272,21.349999999999998
1934328,12.600000000000003
1934328,20.95
1934384,21.45
1934448,15.149999999999999
1934480,21.799999999999997
1934560,15.599999999999998
1934656,-8.500000000000004
1934696,17.849999999999998
1934704,-3.1500000000000163
1934720,-0.9000000000000057
1934752,21.799999999999997
1934800,21.999999999999996
1934848,21.799999999999997
1934880,11.700000000000001
1934992,17.349999999999998
1935000,21.15
1935064,-1.1500000000000057
1935064,-70.44999999999996
1935088,21.799999999999997
1935144,9.200000000000001
1935144,22.0
1935208,9.200000000000001
1935248,-101.90000000000042
1935288,15.1
1935304,17.65
1935328,15.149999999999999
1935384,19.0
1935384,21.799999999999997
1935392,15.199999999999998
1935464,22.0
1935464,8.95
1935496,18.599999999999998
1935560,8.45
1935560,21.749999999999996
1935592,20.799999999999997
1935672,18.549999999999997
1935680,8.0
1935688,-114.60000000000025
1935704,21.199999999999996
1935720,21.4
1935792,21.349999999999998
1935800,15.399999999999999
1935832,8.75
1935864,20.65
1935880,14.899999999999999
1935944,21.599999999999998
1936008,15.199999999999998
1936024,9.200000000000001
1936104,22.0
1936184,8.65
1936216,12.549999999999999
1936264,-121.35000000000045
1936264,21.999999999999996
1936344,22.0
1936392,15.399999999999999
1936448,-79.25000000000018
1936504,21.5
1936544,21.75
1936584,22.0
1936656,15.6
1936760,2.6499999999999986
1936832,17.599999999999998
1936856,-31.200000000000088
1936864,-70.19999999999996
1936872,15.549999999999999
1936976,-20.40000000000004
1936992,20.949999999999996
1937000,12.100000000000001
1937024,14.999999999999998
1937072,22.0
1937088,18.599999999999998
1937120,21.799999999999997
1937144,9.200000000000001
1937168,18.799999999999997
1937184,21.799999999999997
1937216,18.799999999999997
1937288,14.5
1937288,18.15
1937320,20.849999999999998
1937384,2.5
1937384,21.799999999999997
1937384,21.799999999999997
1937400,-81.7500000000003
1937464,9.200000000000001
1937496,21.599999999999998
1937496,21.75
1937528,15.2
1937560,8.700000000000001
1937560,21.799999999999997
1937584,21.549999999999997
1937664,22.0
1937672,18.599999999999998
1937768,21.349999999999998
1937832,8.950000000000001
1937880,-106.40000000000035
1937904,11.95
1937976,15.199999999999998
1938000,21.799999999999997
1938072,18.749999999999996
1938128,18.299999999999997
1938152,-98.89999999999954
1938184,21.599999999999998
1938272,21.549999999999997
1938272,21.15
1938304,5.7500000000000036
1938352,21.999999999999996
1938432,21.999999999999996
1938440,14.55
1938448,9.2
1938472,-3.04999999999999
1938536,18.799999999999997
1938576,12.2
1938592,21.099999999999998
1938624,11.75
1938704,21.999999999999996
1938704,15.599999999999998
1938720,9.200000000000001
1938728,-37.65000000000012
1938792,21.549999999999997
1938808,-94.00000000000016
1938824,21.799999999999997
1938864,18.099999999999998
1938880,11.449999999999998
1938920,21.799999999999997
1938920,21.4
1938936,15.399999999999999
1938944,21.999999999999996
1938992,18.599999999999998
1939000,21.999999999999996
1939048,21.599999999999998
1939064,18.199999999999996
1939080,22.0
1939104,14.95
1939120,12.399999999999999
1939192,9.200000000000003
1939192,12.4
1939200,21.799999999999997
1939208,18.4
1939272,22.0
1939272,22.0
1939320,21.599999999999998
1939328,18.4
1939384,12.6
1939400,15.399999999999999
1939432,-82.84999999999985
1939464,-88.4999999999997
1939472,6.200000000000001
1939496,5.8000000000000025
1939512,21.349999999999998
1939568,21.799999999999997
1939592,21.75
1939608,8.750000000000002
1939688,21.999999999999996
1939704,10.9
1939712,18.2
1939816,15.399999999999999
1939816,11.1
1939840,21.299999999999997
1939848,3.1999999999999957
1939896,22.0
1939928,15.599999999999998
1939944,-21.000000000000014
1939944,15.799999999999997
1939968,15.399999999999999
1939976,22.0
1940056,22.0
1940080,21.599999999999998
1940128,16.95
1940152,19.849999999999998
1940184,-17.099999999999987
1940232,8.600000000000003
1940272,20.5
1940336,-48.70000000000004
1940384,14.75
1940424,21.549999999999997
1940456,9.25
1940472,-116.40000000000042
1940480,21.75
1940536,21.999999999999996
1940544,15.149999999999999
1940576,21.75
1940648,15.6
1940672,21.799999999999997
1940784,14.95
1940800,18.4
1940912,15.599999999999998
1941144,-15.09999999999998
1941280,20.949999999999996
1941392,21.599999999999998
1941528,-67.00000000000014
1941568,14.649999999999997
1941680,-65.50000000000013
1941680,-36.90000000000012
1941752,-111.45000000000037
1941776,11.2
1941776,21.799999999999997
1941776,21.799999999999997
1941856,22.0
1941896,9.200000000000001
1941920,15.149999999999999
1941984,21.549999999999997
1941984,15.399999999999999
1942048,18.4
1942112,15.4
1942112,15.399999999999999
1942120,-98.80000000000035
1942144,21.799999999999997
1942224,21.549999999999997
1942240,18.15
1942304,14.149999999999999
1942312,21.549999999999997
1942320,21.999999999999996
1942416,15.6
1942424,21.599999999999998
1942472,2.75
1942512,-76.30000000000007
1942568,21.15
1942584,17.4
1942648,14.05
1942648,22.0
1942680,21.75
1942704,10.850000000000001
1942720,-83.59999999999995
1942728,-34.900000000000055
1942752,21.349999999999998
1942800,15.05
1942816,18.75
1942880,14.599999999999998
1942888,5.899999999999999
1942896,1.5500000000000007
1942912,21.4
1942960,20.75
1942960,22.0
1942968,21.999999999999996
1943048,21.549999999999997
1943056,18.15
1943072,21.25
1943112,-0.7999999999999972
1943112,14.649999999999999
1943128,21.999999999999996
1943152,22.0
1943168,15.6
1943224,21.599999999999998
1943224,21.799999999999997
1943280,21.599999999999998
1943320,21.799999999999997
1943456,14.350000000000001
1943464,-99.95000000000037
1943544,10.55
1943576,15.6
1943600,9.2
1943664,15.149999999999999
1943696,15.149999999999999
1943728,15.3
1943784,15.149999999999999
1943888,8.200000000000001
1943936,4.0
1943968,-26.750000000000043
1944016,15.849999999999998
1944016,21.999999999999996
1944080,-87.74999999999983
1944096,22.0
1944096,21.999999999999996
1944112,9.200000000000003
1944176,22.0
1944192,21.549999999999997
1944192,21.799999999999997
1944216,18.349999999999998
1944304,2.149999999999995
1944328,17.9
1944344,14.500000000000002
1944360,18.15
1944384,-35.65000000000013
1944408,18.349999999999998
1944424,21.75
1944488,18.299999999999997
1944504,17.849999999999998
1944536,21.599999999999998
1944616,18.4
1944616,21.599999999999998
1944712,8.65
1944792,8.75
1944800,-80.1000000000002
1944824,15.6
1944832,-86.09999999999991
1944904,21.599999999999998
1944944,9.15
1944952,21.299999999999997
1944968,14.950000000000001
1945032,22.0
1945080,21.599999999999998
1945112,21.999999999999996
1945160,21.999999999999996
1945224,-2.6000000000000014
1945288,15.399999999999999
1945304,22.0
1945432,18.349999999999998
1945792,-83.85000000000028
1945920,18.299999999999997
1945976,-33.150000000000006
1945984,-89.25000000000026
1946056,21.999999999999996
1946144,21.549999999999997
1946216,-72.20000000000003
1946240,21.799999999999997
1946296,22.0
1946320,22.0
1946344,-82.54999999999997
1946392,21.799999999999997
1946400,22.0
1946408,-11.899999999999995
1946440,21.799999999999997
1946472,21.999999999999996
1946480,21.999999999999996
1946520,21.999999999999996
1946552,18.199999999999996
1946576,21.799999999999997
1946664,9.200000000000001
1946664,21.599999999999998
1946744,21.999999999999996
1946744,21.999999999999996
1946840,-78.99999999999994
1946840,21.7
1946888,-10.100000000000009
1946928,19.9
1946968,15.399999999999999
1947032,-66.80000000000014
1947032,21.349999999999998
1947048,-109.05000000000024
1947112,18.099999999999998
1947128,22.0
1947176,18.2
1947192,20.849999999999998
1947240,21.499999999999996
1947256,21.999999999999996
1947272,14.95
1947304,18.599999999999998
1947400,21.799999999999997
1947512,18.599999999999998
1947520,-93.95000000000027
1947576,6.700000000000001
1947640,12.399999999999999
1947720,21.999999999999996
1947736,6.000000000000002
1947832,21.7
1947944,21.499999999999996
1947968,-13.400000000000013
1948024,22.0
1948104,22.0
1948216,15.6
1948344,15.399999999999999
1948440,-77.35000000000024
1948472,-46.1000000000001
1948472,15.349999999999998
1948512,-89.49999999999999
1948520,22.0
1948608,14.950000000000001
1948616,21.349999999999998
1948624,21.349999999999998
1948632,-66.0500000000001
1948688,22.0
1948704,22.0
1948744,2.5999999999999908
1948744,15.6
1948760,9.200000000000001
1948800,21.599999999999998
1948824,-86.30000000000014
1948824,21.999999999999996
1948824,21.999999999999996
1948840,22.0
1948880,22.0
1948920,21.999999999999996
1948936,21.599999999999998
1948952,18.4
1949056,13.950000000000001
1949064,21.499999999999996
1949096,5.700000000000003
1949112,16.999999999999996
1949120,-57.250000000000114
1949152,18.799999999999997
1949200,21.999999999999996
1949208,21.549999999999997
1949208,9.200000000000001
1949240,18.4
1949288,21.999999999999996
1949296,21.199999999999996
1949320,21.599999999999998
1949336,21.799999999999997
1949344,9.200000000000001
1949376,21.999999999999996
1949416,21.999999999999996
1949416,21.799999999999997
1949432,9.200000000000001
1949504,2.8499999999999943
1949512,21.7
1949560,12.100000000000001
1949584,5.75
1949632,21.349999999999998
1949656,9.200000000000001
1949672,18.599999999999998
1949712,21.999999999999996
1949800,21.549999999999997
1949816,14.999999999999998
1949904,-103.80000000000008
1949920,-14.149999999999984
1949928,-44.55000000000009
1949968,9.3
1949992,11.549999999999999
1950008,2.400000000000002
1950008,21.299999999999997
1950008,22.0
1950016,21.799999999999997
1950088,21.999999999999996
1950120,18.599999999999998
1950128,17.9
1950144,15.399999999999999
1950152,9.200000000000001
1950192,2.0499999999999936
1950272,5.000000000000002
1950280,17.949999999999996
1950304,-29.39999999999999
1950304,21.599999999999998
1950328,14.049999999999999
1950360,21.999999999999996
1950384,21.599999999999998
1950440,21.549999999999997
1950472,15.6
