timesteps,reward
67392,-84.55000000000004
67656,-128.95000000000022
67760,-105.40000000000005
68176,-25.299999999999976
68288,-162.2
68408,-77.90000000000016
68440,-25.849999999999994
68584,-133.95000000000024
68688,-146.70000000000007
68736,-17.349999999999994
68856,-249.74999999999926
69200,-60.50000000000006
69312,-63.65000000000002
69368,-30.149999999999984
69712,-47.50000000000003
69984,-19.649999999999995
70008,-244.80000000000015
70040,-134.7500000000001
70096,-29.49999999999998
70152,-134.25000000000017
70336,-145.8499999999999
70736,-58.750000000000064
70936,-23.999999999999975
70968,-122.40000000000016
71064,-51.550000000000026
71120,-67.70000000000003
71120,-23.449999999999978
71720,-30.249999999999982
71920,-147.05
71944,-191.29999999999995
72144,-61.70000000000003
72336,-154.35000000000005
72360,-78.7000000000001
72416,-91.00000000000009
72568,-166.04999999999995
72704,-22.299999999999965
73168,-57.300000000000004
73240,-42.449999999999974
73320,-97.80000000000007
73352,-27.399999999999984
73656,-98.75000000000013
73952,-28.550000000000004
74000,-64.85000000000004
74272,-297.04999999999916
74352,-205.2499999999997
74376,-64.65000000000003
74736,-46.85
74840,-169.49999999999977
74920,-96.50000000000016
75256,-138.90000000000015
75296,-49.00000000000005
75600,-144.15000000000012
75624,-33.699999999999996
75648,-74.3000000000001
75672,-86.60000000000011
76336,-110.7000000000002
76384,-20.799999999999983
76408,-20.400000000000002
76592,-75.65000000000012
76672,-52.50000000000003
76696,-40.15000000000001
76856,-128.2000000000002
77192,-211.35
77456,-37.649999999999984
77704,-96.00000000000004
77936,-142.05000000000015
77984,-157.44999999999993
78296,-134.60000000000014
78456,-163.3499999999999
78528,-154.54999999999998
78752,-62.300000000000075
78768,-21.049999999999994
78792,-203.4999999999999
79224,-28.50000000000003
79536,-237.4999999999999
79624,-28.550000000000054
79640,-211.99999999999986
79896,-144.6500000000001
80056,-75.65000000000015
80368,-153.8500000000001
80408,-37.05
80520,-80.20000000000002
80560,-40.59999999999999
80680,-23.25
80728,-149.30000000000013
81192,-48.299999999999976
81240,-100.65000000000015
81392,-49.94999999999996
81584,-41.79999999999998
81656,-131.6500000000002
82024,-20.400000000000002
82280,-116.50000000000024
82440,-25.749999999999964
82456,-175.64999999999978
82664,-195.44999999999982
82792,-176.64999999999992
82992,-135.80000000000013
83064,-23.050000000000008
83184,-126.70000000000017
83480,-40.999999999999986
83624,-136.1500000000001
83688,-81.74999999999997
83736,-116.55000000000011
83776,-21.64999999999998
84264,-20.949999999999985
84360,-76.95000000000017
84472,-46.749999999999986
84728,-204.2999999999998
85032,-93.15000000000006
85120,-235.24999999999986
85224,-108.25000000000013
85376,-155.15000000000015
85496,-65.50000000000009
85816,-24.14999999999998
85960,-194.44999999999993
86144,-30.49999999999997
86200,-216.94999999999973
86248,-34.84999999999998
86600,-29.199999999999967
86664,-210.89999999999938
86744,-20.749999999999975
86928,-34.8
86976,-144.50000000000034
87096,-102.05000000000005
87096,11.799999999999999
87496,-69.15000000000009
87544,-140.90000000000012
87744,-9.999999999999996
87960,-85.30000000000017
88528,-34.29999999999999
88536,-208.65000000000003
88552,-58.10000000000006
88696,-138.5
88864,-167.20000000000002
88984,-66.30000000000004
89032,-220.79999999999984
89096,-112.90000000000019
89464,-5.650000000000002
89552,-39.15
89560,-47.349999999999994
90056,-71.15000000000006
90152,-158.20000000000002
90384,17.75
90584,-52.399999999999984
90632,-191.0499999999995
90640,-25.70000000000004
90696,-101.8500000000002
90760,-77.6000000000001
90800,-177.99999999999991
91408,-86.20000000000013
